energy,protein,carbs,sugar,added_sugar,fat,sat_fat,trans_fat,fiber,sodium,msg,sweeteners,artificial_colors,processed_oils,ultra_processed,score
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
485.0,6.8,71.8,22.6,21.5,19.0,9.3,0.0,0,462.0,0,0,0,1,0,50
506.0,6.4,68.2,20.8,20.0,23.1,11.5,0.0,0,592.0,0,0,0,1,0,60
456.0,7.1,72.8,28.3,25.5,15.3,6.8,0.1,0,357.0,0,0,0,0,0,60
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
483.0,5.2,71.9,38.9,38.5,19.6,9.7,0.1,0,420.0,0,0,0,1,1,35
503.12,5.12,65.52,38.62,38.44,25.0,12.2,0.1,0,196.72,0,0,0,2,0,40
456.0,7.1,72.8,28.3,25.5,15.3,6.8,0.1,0,357.0,0,0,0,1,0,50
432.0,7.0,79.4,21.8,20.7,9.3,4.2,0.0,0,270.0,0,0,0,0,1,70
480.0,6.5,72.3,28.1,0.0,0.0,11.5,0.0,0,0.0,0,0,0,0,1,50
485.0,6.8,71.8,22.6,21.5,19.0,9.3,0.0,0,462.0,0,0,0,1,0,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
473.0,4.8,75.6,40.8,40.6,16.8,8.2,0.0,0,100.0,0,0,0,1,0,50
456.0,7.1,72.8,28.3,25.5,15.3,6.8,0.1,0,357.0,0,0,0,1,1,35
503.12,5.12,65.52,38.62,38.44,25.0,12.2,0.1,0,196.72,0,0,0,2,0,40
66.0,1.4,10.2,2.4,0.0,0.0,1.2,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
464.46,6.23,67.71,17.07,0.0,0.0,12.77,0.23,0,198.0,0,0,0,1,0,75
480.0,6.5,72.3,28.1,0.0,0.0,11.5,0.0,0,0.0,0,0,0,0,1,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
473.0,4.8,75.6,40.8,40.6,16.8,8.2,0.0,0,100.0,0,0,0,1,0,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
433.0,5.0,56.0,27.0,27.0,21.0,11.0,0.0,0,0.0,0,0,0,0,0,55
508.0,6.4,68.4,21.8,0.0,0.0,11.2,0.0,0,458.0,0,0,0,1,1,60
444.5,9.92,75.11,13.98,0.0,0.0,5.3,0.0,0,201.0,0,0,0,1,1,75
468.42,5.75,71.26,32.64,0.0,0.0,11.39,0.02,0,145.14,0,0,0,1,0,55
534.0,9.53,60.27,35.3,0.0,0.0,15.7,0.05,0,0.0,0,0,0,2,1,40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
458.0,8.1,75.0,27.1,26.5,15.1,7.5,0.0,0,271.0,0,0,0,1,1,35
489.0,8.3,66.7,15.5,12.2,20.9,9.9,0.02,0,859.0,1,0,0,2,1,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
489.0,8.3,66.7,15.5,12.2,20.9,9.9,0.02,0,859.0,1,0,0,2,1,45
501.0,8.2,64.2,18.3,0.0,0.0,11.0,0.0,0,0.0,0,0,0,1,0,75
474.0,8.3,69.2,9.2,8.7,18.2,9.8,0.0,0,0.0,0,0,0,0,0,95
496.0,5.29,73.08,36.93,0.0,0.0,11.48,0.01,0,0.0,0,0,0,0,1,50
484.0,9.9,67.1,0.5,0.0,19.6,10.4,0.0,0,485.0,0,0,0,0,1,70
535.0,3.7,65.7,34.4,33.0,28.7,16.7,0.0,0,142.0,0,0,0,0,1,35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
482.0,5.0,75.0,35.0,0.0,0.0,8.5,0.0,0,0.0,0,0,0,0,1,60
472.62,6.97,72.98,40.01,18.26,16.98,8.23,0.0,0,183.42,0,0,0,1,1,35
500.0,4.5,70.4,39.8,39.6,22.3,12.1,0.0,0,142.0,0,0,0,2,1,25
484.0,9.9,67.2,0.0,0.0,0.0,10.4,0.0,0,0.0,0,0,0,0,0,85
450.0,3.4,74.0,37.6,33.6,15.6,7.2,0.0,0,155.0,0,0,0,1,1,40
497.0,6.8,64.0,28.0,0.0,0.0,13.5,0.0,0,0.0,0,0,0,0,0,65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,75
434.0,8.0,77.0,22.3,21.0,0.0,4.9,0.0,0,294.0,0,0,0,1,1,40
473.18,5.72,73.63,31.26,31.07,17.31,8.53,0.02,0,381.38,0,0,0,1,1,35
494.0,5.9,71.0,37.7,0.0,0.0,12.2,0.0,0,0.0,0,0,0,0,1,50
483.0,5.2,71.9,38.9,38.5,19.6,9.7,0.1,0,420.0,0,0,0,1,1,35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
481.0,6.0,72.5,36.8,35.1,18.5,9.2,0.08,0,241.5,0,0,0,1,1,35
494.0,5.9,71.0,37.7,0.0,0.0,12.2,0.0,0,0.0,0,0,0,0,1,50
466.0,5.6,76.4,34.9,32.2,15.3,7.3,0.0,0,279.3,0,0,0,1,1,35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,1,1,70
489.0,8.3,66.7,15.5,12.2,20.9,9.9,0.02,0,859.0,1,0,0,2,1,45
0.0,2.0,17.0,1.0,0.0,7.0,3.5,0.0,0,110.0,1,0,0,0,1,75
522.0,4.7,64.6,39.1,33.0,27.2,12.6,0.1,0,208.8,0,0,0,0,0,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
471.0,9.0,68.0,17.3,0.0,19.9,8.5,0.0,0,411.0,0,0,0,1,1,70
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
484.0,5.5,69.5,31.6,29.9,20.8,9.8,0.01,0,162.0,0,0,0,2,1,35
496.0,5.29,73.08,36.93,0.0,0.0,11.48,0.01,0,0.0,0,0,0,0,0,65
462.0,4.8,78.0,37.0,0.0,0.0,6.7,0.0,0,0.0,0,0,0,1,1,50
471.69,4.22,76.15,40.66,18.49,16.69,8.08,0.0,0,116.34,0,0,0,1,0,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
483.67,4.81,74.28,45.36,18.26,18.59,9.0,0.0,0,124.23,0,0,0,1,1,35
434.0,8.6,77.0,22.3,21.0,10.2,4.9,0.0,0,294.0,0,0,0,1,1,40
497.0,6.8,64.0,28.0,0.0,0.0,13.5,0.0,0,0.0,0,0,0,0,1,50
0.0,5.8,73.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
462.0,4.8,77.7,38.1,37.5,14.7,6.7,0.0,0,177.0,0,0,0,1,0,50
481.0,6.8,69.0,25.5,24.1,20.1,10.1,0.0,0,270.1,0,0,0,1,1,25
489.0,8.3,66.7,15.5,12.2,20.9,9.9,0.02,0,859.0,1,0,0,2,1,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
497.0,6.8,64.0,28.0,0.0,0.0,13.5,0.0,0,0.0,0,0,0,0,0,65
490.8,6.6,50.6,24.8,19.8,29.1,5.1,0.0,0,178.9,0,0,0,0,0,60
489.0,8.3,66.7,15.5,12.2,20.9,9.9,0.02,0,859.0,1,0,0,2,1,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
440.0,8.3,78.7,18.6,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
519.0,5.4,64.3,35.0,33.0,26.7,14.9,0.0,0,134.0,0,0,0,0,1,35
0.0,8.0,73.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
441.0,8.2,78.2,19.2,0.0,10.6,6.3,0.0,0,365.0,0,0,0,0,1,85
491.0,8.2,67.6,19.9,18.2,22.2,11.3,0.0,0,359.0,0,0,0,1,1,45
445.0,6.0,77.0,22.0,0.0,12.0,7.0,0.0,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
505.0,6.3,68.2,27.4,21.1,23.0,11.0,0.0,0,233.0,0,0,0,1,0,40
515.0,8.0,61.4,24.0,0.0,0.0,12.4,0.0,0,260.0,0,0,0,0,0,65
511.0,5.2,64.0,29.0,27.5,26.0,23.0,0.0,0,130.0,0,0,0,0,1,35
509.0,7.4,65.4,25.2,0.0,0.0,15.4,0.0,0,0.0,0,0,0,0,0,65
84.6,4.3,1.6,0.6,0.0,6.0,1.4,0.0,0,32.1,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
506.0,8.0,60.0,25.0,0.0,26.0,12.0,0.0,0,0.0,0,0,0,0,1,50
479.0,5.9,73.4,32.2,32.2,18.0,9.4,0.0,0,114.0,0,0,0,1,1,35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
428.0,4.0,67.0,36.0,0.0,0.0,12.0,0.0,0,228.0,0,0,0,0,1,55
473.0,7.0,73.0,34.0,28.0,17.0,10.0,0.0,0,190.0,0,0,0,0,0,60
433.0,5.0,56.0,24.0,24.0,21.0,0.0,0.0,0,0.0,0,0,0,0,0,65
437.0,4.3,69.9,29.0,21.5,15.6,10.9,0.15,0,211.6,0,0,0,0,1,40
505.0,3.0,63.33,10.74,0.0,23.19,11.16,0.0,0,198.36,0,0,0,1,0,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
504.0,5.3,64.5,37.0,35.0,25.0,12.8,0.0,0,177.0,0,0,0,0,1,35
454.53,7.44,74.47,23.03,0.0,0.0,7.08,0.0,0,0.0,0,0,0,1,1,50
412.0,8.15,67.83,5.0,0.0,7.0,4.0,0.0,0,125.0,0,0,0,1,0,90
476.0,7.1,64.6,18.9,18.4,21.0,10.3,0.0,0,411.0,0,0,0,0,0,70
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,0,90
428.0,4.0,67.0,36.0,23.0,16.0,12.0,0.0,0,228.0,0,0,0,0,1,40
488.0,5.0,71.0,32.0,30.0,20.0,10.0,0.0,0,348.0,0,0,0,0,1,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
513.0,6.2,62.8,25.7,0.0,26.4,12.4,0.0,0,360.0,0,0,0,0,1,50
488.0,5.0,71.0,32.0,30.0,20.0,10.0,0.0,0,348.0,0,0,0,0,1,45
485.0,9.43,61.8,11.52,0.0,0.0,8.09,0.0,0,0.0,0,0,0,1,1,70
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
437.0,1.2,69.9,29.0,0.0,15.6,10.9,0.15,0,211.6,0,0,0,0,1,55
474.9,6.26,65.55,22.15,0.0,0.0,10.65,0.01,0,0.0,0,0,0,0,0,65
496.0,6.6,69.2,18.5,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,70
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
526.0,12.0,56.0,19.0,0.0,28.0,15.0,0.0,0,252.0,0,0,0,0,0,90
433.0,5.0,56.0,24.0,24.0,21.0,0.0,0.0,0,0.0,0,0,0,0,0,65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
513.0,6.2,62.6,25.7,0.0,26.4,12.4,0.0,0,360.0,0,0,0,0,1,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
490.0,7.5,65.0,19.2,0.0,0.0,13.0,0.0,0,0.0,0,0,0,0,0,85
464.46,7.2,70.35,27.83,0.0,0.0,2.42,0.0,0,0.0,0,0,0,0,0,75
490.85,6.68,67.87,22.86,0.0,23.45,15.21,0.18,0,0.0,0,0,0,0,0,65
507.0,7.3,61.1,35.7,33.9,27.3,12.7,0.1,0,181.5,0,0,0,2,1,25
480.0,6.8,56.5,17.0,15.0,0.0,11.5,0.0,0,0.0,0,0,0,1,1,60
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
471.0,5.9,71.7,37.3,35.9,17.9,8.6,0.0,0,419.0,0,0,0,0,0,60
496.0,6.6,69.2,18.5,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,70
428.0,4.0,67.0,36.0,0.0,0.0,12.0,0.0,0,228.0,0,0,0,0,1,55
471.0,5.9,71.7,37.3,35.9,17.9,8.6,0.0,0,419.0,0,0,0,1,1,35
140.0,3.0,21.0,0.0,0.0,7.0,2.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,75
462.11,5.93,68.61,12.22,0.0,23.96,13.42,0.0,0,0.0,0,0,0,0,0,85
487.0,5.0,74.0,35.0,0.0,0.0,9.0,0.0,0,0.0,0,0,0,0,1,60
457.0,6.0,75.4,22.5,21.3,14.6,7.2,0.0,0,569.0,0,0,0,0,1,45
466.0,9.2,72.6,0.0,0.0,0.0,7.1,0.0,0,0.0,0,0,0,1,0,85
514.0,5.0,69.5,35.5,33.19,24.0,14.0,0.0,0,0.0,0,0,0,1,0,40
457.0,6.0,75.4,22.5,21.3,14.6,7.2,0.0,0,569.0,0,0,0,0,1,45
480.0,6.76,67.2,18.13,16.0,20.44,11.08,0.0,0,310.0,0,0,0,1,0,60
449.0,7.0,76.0,26.0,0.0,0.0,6.0,0.0,0,0.0,0,0,0,0,1,65
565.0,4.6,58.7,34.2,0.0,0.0,24.0,0.0,0,148.0,0,0,0,0,1,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
476.8,5.5,66.0,24.6,22.9,21.2,9.5,0.0,0,195.0,0,0,0,0,1,45
468.0,7.2,72.0,24.0,22.0,17.0,8.3,0.0,0,349.0,0,0,0,0,0,60
596.0,6.7,65.8,33.9,33.9,38.0,18.0,0.0,0,97.0,0,0,0,0,0,50
505.0,7.4,66.7,9.7,0.0,0.0,11.0,0.0,0,0.0,0,0,0,1,1,60
485.77,4.48,67.13,15.44,14.5,26.89,13.94,0.0,0,138.0,0,0,0,1,0,75
519.0,4.8,66.1,37.1,0.0,0.0,12.0,0.1,0,283.0,0,0,0,1,1,40
449.0,7.0,76.0,26.0,0.0,0.0,6.0,0.0,0,0.0,0,0,0,0,1,65
464.0,6.5,67.0,25.6,25.1,18.9,11.9,0.0,0,209.0,0,0,0,0,0,50
468.0,7.2,72.0,24.0,22.0,17.0,8.3,0.0,0,349.0,0,0,0,0,1,45
466.0,9.2,72.6,0.0,0.0,0.0,7.1,0.0,0,0.0,0,0,0,0,0,95
470.0,6.0,71.0,30.0,29.2,18.0,10.5,0.0,0,240.0,0,0,0,0,1,35
475.66,8.83,67.58,10.76,6.86,18.88,9.56,0.0,0,129.0,0,0,0,1,1,70
28.0,8.41,20.0,4.0,0.0,7.0,4.0,0.0,0,425.0,0,0,0,1,1,75
483.0,6.2,68.0,19.5,19.2,0.0,12.8,0.0,0,0.0,0,0,0,1,1,45
480.0,6.76,67.2,18.13,16.0,20.44,11.08,0.0,0,310.0,0,0,0,1,1,45
507.0,5.9,68.8,41.4,0.0,0.0,17.9,0.1,0,336.0,0,0,0,1,1,40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
480.0,6.76,67.2,18.13,16.0,20.44,11.08,0.0,0,310.0,0,0,0,1,1,45
480.0,6.5,72.5,24.9,24.9,18.2,9.9,0.1,0,0.0,0,0,0,1,0,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
467.06,6.75,64.07,25.1,24.6,19.04,9.41,0.0,0,256.0,0,0,0,1,1,35
475.8,5.5,68.0,24.6,22.9,20.2,9.5,0.0,0,195.0,0,0,0,0,1,45
449.0,7.0,76.0,26.0,0.0,0.0,6.0,0.0,0,0.0,0,0,0,0,1,65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
492.2,7.0,68.3,23.4,21.9,21.2,10.2,0.0,0,281.0,0,0,0,1,1,25
480.0,5.9,72.7,36.6,34.9,18.4,9.1,0.08,0,501.7,0,0,0,1,1,35
474.0,6.8,70.3,25.3,23.7,18.3,8.8,0.0,0,350.0,0,0,0,1,0,50
520.0,4.8,65.9,36.2,34.3,26.3,11.5,0.1,0,291.0,0,0,0,1,0,40
445.6,6.4,66.3,29.6,25.9,19.0,8.6,0.0,0,299.0,0,0,0,0,1,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
514.0,5.0,69.5,35.5,33.19,24.0,14.0,0.0,0,0.0,0,0,0,1,0,40
522.0,5.9,64.4,26.0,25.8,26.7,11.5,0.0,0,232.0,0,0,0,1,1,25
449.0,7.0,76.0,26.0,0.0,0.0,6.0,0.0,0,0.0,0,0,0,0,1,65
467.06,6.75,64.07,25.1,24.6,19.04,9.41,0.0,0,256.0,0,0,0,1,1,35
575.0,6.2,53.8,28.0,27.6,37.2,24.7,0.0,0,143.0,0,0,0,0,1,35
565.0,4.6,58.7,34.2,0.0,0.0,24.0,0.0,0,148.0,0,0,0,0,1,50
462.11,5.93,68.61,12.22,0.0,23.96,13.42,0.0,0,0.0,0,0,0,1,0,75
497.0,5.5,66.0,26.0,0.0,0.0,10.5,0.0,0,0.0,0,0,0,0,0,65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
436.7,9.1,70.2,8.6,0.0,13.3,5.5,0.2,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
479.0,5.4,75.2,34.7,34.2,17.4,8.4,0.0,0,158.0,0,0,0,1,0,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
490.0,6.5,70.0,25.5,23.4,20.5,11.4,0.0,0,210.0,0,0,0,1,1,25
491.0,5.0,73.0,33.0,28.0,20.0,9.0,0.0,0,348.0,0,0,0,0,1,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
495.0,22.6,22.6,22.6,0.0,21.2,0.0,0.0,0,183.6,0,0,0,1,0,70
446.53,7.23,78.85,18.89,0.0,12.42,6.96,0.0,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
263.0,10.0,24.8,10.0,0.0,13.7,8.1,0.0,0,0.0,0,0,0,1,0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
487.0,6.3,72.0,27.0,0.0,18.0,9.0,0.0,0,337.0,0,0,0,1,0,65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
497.0,7.0,61.0,18.0,0.0,25.0,11.0,0.0,0,80.0,0,0,0,0,0,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
482.0,7.5,72.5,17.3,16.7,18.0,8.5,0.0,0,739.0,0,0,0,2,1,40
465.0,4.3,55.5,38.9,36.9,25.3,12.4,0.16,0,177.0,0,0,0,3,1,25
479.0,5.4,73.5,36.4,34.2,18.2,8.8,0.1,0,93.2,0,0,0,1,1,35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
459.0,4.41,79.04,18.18,0.0,0.0,7.59,0.01,0,0.0,0,0,0,0,1,80
470.0,7.0,68.0,30.0,26.0,19.0,10.0,0.0,0,241.0,0,0,0,0,1,45
374.0,6.9,31.2,22.4,22.4,24.6,0.0,0.0,0,0.0,0,0,0,0,0,65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
466.0,5.7,65.7,25.4,0.0,0.0,11.0,0.0,0,0.0,0,0,0,0,1,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
451.0,9.13,74.61,22.06,16.99,12.94,6.0,0.0,0,449.0,0,0,0,1,1,35
495.0,6.1,65.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,95
469.0,6.1,42.4,24.6,19.8,30.6,5.7,0.0,0,169.2,0,0,0,0,0,60
480.0,7.5,70.2,16.7,15.2,18.8,9.0,0.0,0,1234.0,0,0,0,1,1,40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
497.8,10.06,0.0,0.0,0.0,22.46,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
0.0,1.2,12.6,4.2,4.2,3.78,0.0,0.0,0,24.4,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
482.0,7.5,72.5,17.3,16.7,18.0,8.5,0.0,0,739.0,0,0,0,2,1,40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
473.0,4.7,72.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,95
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
516.9,8.2,59.4,5.0,0.0,27.3,11.8,0.0,0,203.7,0,0,0,0,1,70
485.0,6.5,66.0,23.0,22.5,23.0,11.0,0.08,0,276.0,0,0,0,0,0,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
482.0,7.5,72.5,17.3,16.7,18.0,8.5,0.0,0,739.0,0,0,0,2,1,40
470.0,7.5,68.0,18.3,17.2,18.7,8.6,0.0,0,475.0,0,0,0,0,0,80
239.0,10.0,25.3,11.0,5.9,11.6,6.0,0.1,0,129.0,0,0,0,0,0,100
263.0,10.0,24.8,10.0,0.0,13.7,8.1,0.0,0,0.0,0,0,0,1,0,90
471.0,5.8,68.0,28.0,26.5,19.5,12.2,0.0,0,213.0,0,0,0,0,1,35
90.0,1.0,13.0,5.0,5.0,0.0,3.0,0.0,0,17.0,0,0,0,0,1,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
479.0,7.1,73.0,48.1,41.5,18.1,9.4,0.1,0,79.1,0,0,0,1,1,35
438.0,6.6,78.8,36.6,0.0,0.0,6.0,0.0,0,0.0,0,0,0,0,0,80
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
464.0,5.2,76.5,42.4,38.9,15.2,7.3,0.0,0,179.0,0,0,0,1,1,35
464.0,5.2,76.5,42.4,38.9,15.2,7.3,0.0,0,179.0,0,0,0,0,0,60
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
442.28,8.72,76.83,18.42,0.0,0.0,5.87,0.0,0,0.0,0,0,0,1,0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
528.8,5.4,62.8,59.3,45.3,28.4,20.1,0.1,0,49.7,0,0,0,0,0,50
442.28,8.72,76.83,18.42,0.0,0.0,5.87,0.0,0,0.0,0,0,0,1,0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,75
417.0,10.5,42.0,18.6,0.0,0.0,8.9,0.05,0,0.0,0,0,0,0,0,100
0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,90
472.0,7.7,69.9,31.0,30.0,18.7,9.3,0.14,0,554.6,0,0,0,1,1,35
150.0,2.0,22.0,9.0,0.0,6.0,3.0,0.0,0,30.0,0,0,0,1,1,75
456.0,9.8,56.4,13.5,0.0,0.0,10.2,0.05,0,0.0,0,0,0,0,0,85
