energy,protein,carbs,sugar,added_sugar,fat,sat_fat,trans_fat,fiber,sodium,msg,sweeteners,colors,processed_oils,ultra_processed
545.0,8.2,57.4,43.6,43.6,31.4,19.0,0.0,0.0,0.0,0,0,0,0,0
434.0,2.6,77.1,53.3,0.0,12.8,6.9,0.0,0.0,0.0,0,0,0,0,0
0.0,0.05,91.5,72.0,72.0,0.0,0.0,0.0,0.0,64.0,0,0,0,0,0
434.0,2.6,77.1,53.3,0.0,12.8,6.9,0.0,0.0,0.0,0,0,0,0,0
358.0,10.0,71.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0
67.58,1.72,7.86,4.23,0.0,3.78,2.98,0.0,2.38,16.2,0,0,0,0,0
50.0,1.3,5.5,2.7,0.0,2.5,1.5,0.0,0.9,17.2,0,0,0,0,0
0.0,6.7,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
514.0,3.9,63.4,31.3,0.0,27.2,24.4,0.0,8.7,213.5,0,0,0,0,0
555.0,7.7,55.4,44.8,0.0,33.6,20.9,0.12,0.0,0.0,0,0,0,0,0
0.0,0.2,79.0,71.2,71.2,0.0,0.0,0.0,0.0,158.0,0,0,0,0,0
167.5,0.0,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560.0,7.7,55.4,43.0,43.0,34.2,20.7,0.0,0.0,0.0,0,0,0,0,0
2000.0,0.0,97.0,75.0,75.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
360.0,4.0,45.0,31.0,31.0,20.0,17.0,0.0,2.5,71.0,0,0,0,0,0
0.0,7.2,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
543.0,4.5,61.5,51.7,51.7,31.0,23.0,0.0,0.0,0.0,0,0,0,0,0
397.0,1.2,90.6,75.0,55.6,3.3,1.9,0.1,0.0,249.0,0,0,0,0,0
456.0,0.8,85.9,62.1,80.3,12.1,6.1,0.0,0.0,182.0,0,0,0,0,0
436.0,2.0,80.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0
542.0,9.0,54.0,48.0,40.0,32.0,16.0,0.3,0.0,100.0,0,0,0,0,0
397.0,0.1,96.0,90.8,90.8,0.4,0.0,0.0,0.0,7000.0,0,0,0,0,0
545.0,8.2,57.4,43.6,43.6,31.4,19.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,7.7,55.4,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
526.0,6.1,58.0,45.7,43.7,31.6,19.0,0.1,0.0,13.6,0,0,0,0,0
553.0,8.0,56.8,43.0,43.0,32.6,13.8,0.0,0.0,0.0,0,0,0,0,0
399.0,3.4,62.7,47.2,42.8,15.0,14.6,0.1,0.0,86.9,0,0,0,0,0
380.0,0.0,95.0,70.0,70.0,0.0,0.0,0.0,0.0,930.0,0,0,0,0,0
550.0,9.2,55.0,40.0,40.0,32.6,19.8,0.0,0.0,0.0,0,0,0,0,0
0.0,2.5,81.5,58.0,58.0,0.0,0.0,0.0,0.0,225.0,0,0,0,0,0
0.0,6.1,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
543.0,5.6,56.9,45.1,44.1,34.3,23.0,0.1,0.0,15.8,0,0,0,0,0
0.0,6.1,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,4.0,64.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,7.2,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,6.1,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
556.0,7.1,55.0,37.0,37.0,34.2,17.5,0.0,0.0,0.0,0,0,0,0,0
0.0,0.05,91.5,71.7,71.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,8.2,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.05,91.5,72.0,72.0,0.0,0.0,0.0,0.0,64.0,0,0,0,0,0
0.0,6.6,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,8.4,54.3,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560.0,7.9,53.8,41.2,41.2,34.8,21.7,0.0,0.0,0.0,0,0,0,0,0
0.0,6.2,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
364.0,3.7,54.9,41.1,37.2,14.4,13.7,0.05,0.0,88.9,0,0,0,0,0
0.0,0.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0,0,0,0,0
545.0,8.2,57.4,43.6,43.6,31.4,19.0,0.0,0.0,0.0,0,0,0,0,0
415.0,6.1,49.8,33.0,0.0,21.3,20.8,0.05,0.0,94.5,0,0,0,0,0
0.0,7.9,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
550.0,9.2,55.0,40.0,40.0,32.6,19.8,0.0,0.0,0.0,0,0,0,0,0
537.0,6.0,60.9,0.0,0.0,29.5,26.5,0.0,0.0,0.0,0,0,0,0,0
0.0,10.1,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
413.09,0.1,95.32,87.38,68.45,3.5,0.0,0.0,0.0,13.75,0,0,0,0,0
0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,7.8,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,2.1,81.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,8.4,54.3,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
543.0,7.6,58.5,55.3,45.9,31.4,21.5,0.1,0.0,125.0,0,0,0,0,0
2000.0,0.0,96.3,79.0,71.3,0.0,0.0,0.0,0.0,5000.0,0,0,0,0,0
399.0,3.4,62.7,47.2,42.8,15.0,14.6,0.1,0.0,86.9,0,0,0,0,0
380.0,0.0,95.0,70.0,70.0,0.0,0.0,0.0,0.0,580.0,0,0,0,0,0
0.0,0.0,93.3,73.0,73.0,0.0,0.0,0.0,0.0,120.0,0,0,0,0,0
0.0,0.35,5.0,4.4,1.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,85.0,77.5,77.5,0.0,0.0,0.0,0.0,179.0,0,0,0,0,0
199.0,0.0,97.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,6.1,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.03,85.0,78.0,78.0,0.0,0.0,0.0,0.0,175.0,0,0,0,0,0
532.0,7.8,60.4,57.0,47.4,29.2,19.6,0.1,0.0,129.0,0,0,0,0,0
0.0,7.7,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
539.0,9.2,56.0,51.1,42.1,31.5,17.8,0.1,0.0,15.0,0,0,0,0,0
0.0,7.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,8.4,54.3,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
393.0,0.1,97.7,91.4,0.0,0.2,0.2,0.0,0.0,4000.0,0,0,0,0,0
184.0,0.0,70.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,0,0,0,0,0
514.0,4.2,67.5,29.5,0.0,25.3,24.1,0.0,9.2,0.0,0,0,0,0,0
444.0,3.3,72.9,55.5,52.6,15.9,10.1,0.1,0.0,170.0,0,0,0,0,0
518.0,13.5,50.19,32.3,0.0,29.3,5.5,0.0,5.8,172.0,0,0,0,0,0
0.0,0.06,93.0,77.0,77.0,0.0,0.0,0.0,0.0,46.0,0,0,0,0,0
573.0,7.1,50.7,37.3,35.0,38.0,23.9,0.0,0.0,221.0,0,0,0,0,0
0.0,6.1,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,3.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
407.0,6.0,48.2,39.2,32.1,21.1,18.2,0.2,3.3,46.4,0,0,0,0,0
0.0,5.4,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
528.0,14.4,48.29,26.0,0.0,30.9,5.6,0.0,5.7,239.0,0,0,0,0,0
0.0,0.0,89.0,71.0,71.0,0.0,0.0,0.0,0.0,63.0,0,0,0,0,0
441.0,1.8,82.0,66.0,65.5,12.0,7.0,0.07,0.0,70.0,0,0,0,0,0
528.0,14.4,48.29,26.0,0.0,30.9,5.6,0.0,5.7,239.0,0,0,0,0,0
232.0,2.24,55.0,15.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
483.0,5.3,71.4,38.0,37.9,19.7,9.8,0.1,0.0,420.0,0,0,0,0,0
441.0,1.8,82.0,66.0,65.5,12.0,7.0,0.07,0.0,70.0,0,0,0,0,0
560.0,7.2,55.9,43.0,43.0,34.2,20.7,0.0,0.0,0.0,0,0,0,0,0
0.0,0.5,6.4,3.2,3.1,0.0,0.0,0.0,0.0,6000.0,0,0,0,0,0
514.0,3.9,63.4,31.3,0.0,27.2,0.0,0.0,8.7,0.0,0,0,0,0,0
514.0,4.2,67.5,29.5,0.0,25.3,24.1,0.0,9.2,0.0,0,0,0,0,0
451.0,1.97,80.4,57.6,0.0,13.5,0.0,0.0,0.0,0.0,0,0,0,0,0
2000.0,0.0,97.0,75.0,75.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
0.0,5.2,72.7,35.8,34.8,0.0,0.0,0.0,0.0,68.3,0,0,0,0,0
0.0,1.0,88.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,100.0,85.0,100.0,78.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
441.0,1.8,82.0,66.0,65.5,12.0,7.0,0.07,0.0,70.0,0,0,0,0,0
0.0,8.5,47.6,41.0,34.1,0.0,0.0,0.0,0.0,62.4,0,0,0,0,0
0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
521.5,4.4,62.9,48.2,39.6,28.1,21.8,0.3,0.0,218.0,0,0,0,0,0
441.0,1.8,82.0,66.0,65.5,12.0,7.0,0.07,0.0,70.0,0,0,0,0,0
529.0,7.0,61.6,36.9,36.9,28.3,17.1,0.0,0.0,0.0,0,0,0,0,0
466.0,3.6,57.2,0.2,0.0,35.3,0.0,0.0,0.0,220.9,0,0,0,0,0
323.0,0.0,80.7,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
434.0,4.8,68.9,55.4,48.0,15.4,14.7,0.07,0.0,59.9,0,0,0,0,0
398.0,0.1,96.7,93.3,91.7,0.7,0.7,0.0,0.0,11.0,0,0,0,0,0
553.0,8.8,53.4,51.8,43.11,32.1,19.0,0.3,0.0,107.13,0,0,0,0,0
2000.0,0.0,97.0,75.0,75.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
534.4,11.3,55.4,34.8,28.3,30.0,13.9,0.0,1.2,80.9,0,0,0,0,0
0.0,6.3,50.7,43.9,36.8,0.0,0.0,0.0,0.0,62.8,0,0,0,0,0
494.0,4.8,70.7,50.2,48.4,22.0,11.5,0.09,0.0,67.8,0,0,0,0,0
553.0,8.8,53.4,51.8,43.0,32.0,19.0,0.3,0.0,107.0,0,0,0,0,0
518.0,13.5,50.19,32.3,0.0,29.3,5.5,0.0,5.8,172.0,0,0,0,0,0
518.0,13.5,50.19,32.3,0.0,29.3,5.5,0.0,5.8,172.0,0,0,0,0,0
295.0,0.0,54.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,5.6,53.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
184.0,0.0,70.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,0,0,0,0,0
451.0,1.97,80.4,57.6,0.0,13.5,0.0,0.0,0.0,0.0,0,0,0,0,0
232.0,2.24,55.0,15.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.3,92.5,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
528.0,14.4,48.29,26.0,0.0,30.9,5.6,0.0,5.7,239.0,0,0,0,0,0
568.0,9.1,56.2,0.0,0.0,34.4,22.3,0.0,9.1,135.0,0,0,0,0,0
490.0,7.0,59.2,48.8,39.6,25.9,15.0,0.2,0.0,222.0,0,0,0,0,0
466.0,3.6,57.2,0.2,0.0,35.3,0.0,0.0,0.0,220.9,0,0,0,0,0
507.0,5.0,57.4,48.3,46.8,28.5,17.0,0.2,0.0,35.3,0,0,0,0,0
380.0,0.0,95.0,70.0,70.0,0.0,0.0,0.0,0.0,930.0,0,0,0,0,0
88.33,1.67,13.33,7.5,7.5,4.17,3.33,0.0,0.83,13.33,0,0,0,0,0
585.0,7.7,48.4,38.0,29.8,40.5,21.0,0.1,0.0,113.7,0,0,0,0,0
534.0,6.7,58.7,55.5,0.0,30.7,18.5,0.1,0.0,91.0,0,0,0,0,0
0.0,9.7,53.6,26.3,0.0,0.0,0.0,0.0,0.0,185.3,0,0,0,0,0
0.0,0.0,98.2,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0,0,0,0,0
85.36,1.84,6.17,3.0,2.85,5.93,3.12,0.0,0.0,20.5,0,0,0,0,0
0.0,0.25,98.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.06,93.0,77.0,77.0,0.0,0.0,0.0,0.0,46.0,0,0,0,0,0
399.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0,0,0,0,0
384.0,0.0,96.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
534.0,6.7,58.7,55.5,48.4,30.7,18.5,0.1,0.0,91.0,0,0,0,0,0
590.0,9.9,46.5,31.8,31.8,40.5,18.0,0.0,0.0,0.0,0,0,0,0,0
550.0,8.2,56.5,51.0,39.5,32.0,15.4,0.3,0.0,125.0,0,0,0,0,0
307.0,2.13,58.08,54.03,40.12,7.3,2.42,0.0,0.52,207.28,0,0,0,0,0
0.0,0.0,85.0,78.0,78.0,0.0,0.0,0.0,0.0,178.0,0,0,0,0,0
530.0,9.3,58.0,31.2,0.0,32.9,0.0,0.0,0.0,0.0,0,0,0,0,0
534.0,6.7,58.7,55.5,0.0,30.7,18.5,0.1,0.0,91.0,0,0,0,0,0
396.72,0.0,99.1,35.8,0.0,0.0,0.0,0.0,0.0,4160.0,0,0,0,0,0
535.0,5.0,62.0,52.3,51.0,29.7,18.0,0.2,0.0,14.5,0,0,0,0,0
451.0,1.97,80.4,57.6,0.0,13.5,0.0,0.0,0.0,0.0,0,0,0,0,0
546.0,8.2,60.6,47.0,41.0,30.5,25.1,0.05,0.0,130.1,0,0,0,0,0
536.0,6.4,58.3,55.2,0.0,31.3,18.9,0.1,0.0,111.0,0,0,0,0,0
92.5,1.7,13.3,8.3,8.3,4.2,3.3,0.0,0.8,15.0,0,0,0,0,0
541.8,8.0,54.4,42.2,35.3,33.1,17.7,0.1,0.0,236.0,0,0,0,0,0
0.0,2.0,84.6,61.8,61.8,0.0,0.0,0.0,0.0,216.0,0,0,0,0,0
383.96,6.65,88.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,3.7,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
537.0,7.3,63.7,37.6,31.2,25.4,13.2,0.2,0.0,75.6,0,0,0,0,0
418.0,2.5,80.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0,0,0,0,0
301.0,5.0,59.0,45.0,0.0,5.0,3.0,0.1,0.0,0.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
574.0,3.4,58.6,50.3,42.9,36.3,17.1,0.0,0.0,97.0,0,0,0,0,0
0.0,0.56,94.7,89.8,0.0,1.33,0.56,0.0,0.0,36.0,0,0,0,0,0
0.0,0.0,96.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,4.2,65.7,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,99.1,35.8,0.0,0.0,0.0,0.0,0.0,4160.0,0,0,0,0,0
381.0,1.2,94.2,77.9,37.7,0.1,0.0,0.0,6.9,90.9,0,0,0,0,0
393.0,0.1,97.7,91.4,91.4,0.2,0.2,0.0,0.0,4000.0,0,0,0,0,0
518.0,7.5,60.7,59.3,42.7,27.6,18.2,0.1,0.0,144.0,0,0,0,0,0
396.72,0.0,99.1,35.8,0.0,0.0,0.0,0.0,0.0,4160.0,0,0,0,0,0
487.6,10.6,62.3,23.4,0.0,21.8,12.4,0.0,7.3,189.3,0,0,0,0,0
0.0,1.6,11.3,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
535.0,5.0,62.0,52.3,51.0,29.7,18.0,0.2,0.0,14.5,0,0,0,0,0
451.0,1.97,80.4,57.6,0.0,13.5,0.0,0.0,0.0,0.0,0,0,0,0,0
553.0,8.6,54.2,48.1,41.0,34.3,26.8,0.1,0.0,101.7,0,0,0,0,0
487.0,7.0,55.0,39.0,0.0,27.0,17.0,0.0,3.0,86.0,0,0,0,0,0
0.0,1.3,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
462.0,5.0,76.0,36.0,36.0,15.0,8.0,0.0,0.0,200.0,0,0,0,0,0
0.0,8.18,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,2.0,18.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,8.18,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
250.0,0.6,93.9,0.3,0.0,0.7,0.7,0.0,0.1,20.0,0,0,0,0,0
567.0,11.0,46.0,44.7,36.6,35.3,16.6,0.3,0.0,91.4,0,0,0,0,0
548.0,7.3,56.0,49.1,41.0,33.0,17.7,0.4,0.0,125.0,0,0,0,0,0
391.96,0.15,97.84,90.87,77.25,0.0,0.0,0.0,0.0,13.75,0,0,0,0,0
358.0,0.1,89.5,74.8,74.8,0.0,0.0,0.0,0.0,355.7,0,0,0,0,0
433.0,6.3,45.9,35.1,29.7,24.9,0.0,0.0,0.0,75.8,0,0,0,0,0
550.0,8.2,56.5,51.0,39.5,32.0,15.4,0.3,0.0,125.0,0,0,0,0,0
567.0,11.0,46.0,44.7,36.6,35.3,16.6,0.3,0.0,91.4,0,0,0,0,0
550.0,8.2,56.5,51.0,0.0,32.0,15.4,0.3,0.0,125.0,0,0,0,0,0
528.0,11.0,49.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
537.0,8.4,55.4,48.8,0.0,31.3,14.2,0.0,0.0,0.0,0,0,0,0,0
576.0,4.6,58.0,42.8,0.0,36.0,7.8,0.0,8.23,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,65.0,20.0,0.0,25.0,2400.0,0,0,0,0,0
560.0,11.3,48.7,39.9,32.0,36.5,16.4,0.1,0.0,106.0,0,0,0,0,0
0.0,0.0,93.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,0,0,0,0
436.0,2.0,80.0,58.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.7,85.3,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
308.0,0.3,75.0,58.0,58.0,0.0,0.0,0.0,0.0,174.0,0,0,0,0,0
564.0,8.5,50.8,36.5,0.0,36.3,0.0,0.0,0.0,0.0,0,0,0,0,0
437.0,0.0,54.0,51.0,50.0,24.0,20.0,0.5,0.0,110.0,0,0,0,0,0
564.0,8.5,50.8,36.5,0.0,36.3,0.0,0.0,0.0,0.0,0,0,0,0,0
80.0,0.1,19.6,14.4,0.0,0.0,0.0,0.0,0.0,36.6,0,0,0,0,0
533.0,6.4,56.8,44.2,0.0,32.8,19.9,0.1,0.0,16.0,0,0,0,0,0
534.0,6.6,60.0,54.4,33.6,29.7,17.5,0.2,0.0,200.0,0,0,0,0,0
436.0,2.0,80.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
534.0,7.8,58.0,54.0,45.0,30.0,17.8,0.4,0.0,110.0,0,0,0,0,0
444.0,3.3,72.9,55.5,52.6,15.9,10.1,0.1,0.0,170.0,0,0,0,0,0
537.0,8.4,55.4,48.8,0.0,31.3,14.2,0.0,0.0,0.0,0,0,0,0,0
524.0,6.8,62.8,58.9,51.0,27.7,18.7,0.1,0.0,95.0,0,0,0,0,0
502.0,5.1,50.8,0.4,0.0,39.3,0.0,0.0,0.0,221.0,0,0,0,0,0
345.0,0.49,84.58,67.07,34.0,0.5,0.0,0.0,6.91,100.57,0,0,0,0,0
0.0,6.1,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.7,85.3,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,3.5,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,65.0,20.0,0.0,25.0,2400.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,65.0,20.0,0.0,25.0,2400.0,0,0,0,0,0
2000.0,8.2,57.0,50.0,41.0,0.0,0.0,0.0,0.0,115.0,0,0,0,0,0
506.0,5.2,60.3,49.7,37.4,28.7,19.2,0.1,0.0,17.0,0,0,0,0,0
204.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0
502.0,5.1,50.8,0.4,0.0,39.3,0.0,0.0,0.0,221.0,0,0,0,0,0
391.0,0.0,97.8,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560.0,11.3,48.7,39.9,32.0,36.5,16.4,0.1,0.0,106.0,0,0,0,0,0
0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0,0,0,0,0
169.0,0.0,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
432.0,6.4,33.5,25.2,33.9,21.4,21.4,0.18,0.0,68.6,0,0,0,0,0
0.0,11.9,46.3,32.4,24.9,0.0,0.0,0.0,0.0,27.0,0,0,0,0,0
396.0,3.2,98.8,72.1,0.0,11.5,0.0,0.2,0.0,0.0,0,0,0,0,0
0.0,0.0,74.6,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0,0,0,0,0
0.0,7.7,55.4,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
436.0,4.55,84.3,0.0,0.0,8.6,3.87,0.0,0.0,0.0,0,0,0,0,0
567.0,9.3,51.2,30.0,30.0,36.2,19.8,0.0,0.0,0.0,0,0,0,0,0
509.0,5.5,49.3,0.4,0.0,40.6,0.0,0.0,0.0,221.0,0,0,0,0,0
0.0,7.5,48.6,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
396.72,0.0,99.1,35.8,0.0,0.0,0.0,0.0,0.0,4160.0,0,0,0,0,0
605.0,8.1,52.4,48.1,0.0,35.5,0.0,0.0,8.23,0.0,0,0,0,0,0
404.0,4.2,48.6,39.0,32.9,21.4,19.8,0.02,0.0,44.7,0,0,0,0,0
581.1,13.62,42.71,25.4,21.62,39.53,15.9,0.05,7.58,81.036,0,0,0,0,0
509.0,5.5,49.3,0.4,0.0,40.6,0.0,0.0,0.0,221.0,0,0,0,0,0
0.0,0.56,94.7,89.8,0.0,1.33,0.56,0.0,0.0,36.0,0,0,0,0,0
467.0,3.6,57.3,0.2,0.0,35.3,0.0,0.0,0.0,220.9,0,0,0,0,0
417.0,10.5,42.0,18.6,0.0,23.0,8.9,0.05,22.0,0.0,0,0,0,0,0
422.0,2.7,80.3,57.4,55.9,10.2,4.7,0.02,0.0,190.0,0,0,0,0,0
518.0,7.3,59.2,38.9,30.0,28.5,16.1,0.14,0.0,174.7,0,0,0,0,0
0.0,1.0,10.0,6.5,5.9,0.0,0.0,0.0,0.0,12.8,0,0,0,0,0
49.3,0.64,5.65,4.04,3.17,2.73,1.75,0.0,0.08,21.77,0,0,0,0,0
467.0,3.6,57.3,0.2,0.0,35.3,0.0,0.0,0.0,220.9,0,0,0,0,0
0.0,11.9,46.3,32.4,24.9,0.0,0.0,0.0,0.0,27.0,0,0,0,0,0
492.4,4.0,63.6,41.2,31.2,24.7,18.1,0.1,0.0,81.2,0,0,0,0,0
0.0,3.63,0.0,38.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
581.1,13.62,42.71,25.4,21.62,39.53,15.9,0.05,7.58,81.036,0,0,0,0,0
0.0,3.29,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
438.0,3.2,80.4,53.5,0.0,11.5,0.0,0.2,0.0,0.0,0,0,0,0,0
0.0,6.3,64.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
546.0,6.6,59.0,53.0,39.0,32.0,18.0,0.03,0.0,71.5,0,0,0,0,0
313.0,1.45,59.69,55.56,40.12,7.62,3.74,0.0,0.13,206.56,0,0,0,0,0
296.0,2.0,78.0,73.0,0.0,0.07,0.0,0.0,0.0,0.0,0,0,0,0,0
496.0,7.2,59.6,50.9,0.0,26.2,12.8,0.3,0.0,364.0,0,0,0,0,0
49.3,0.64,5.65,4.04,3.17,2.73,1.75,0.0,0.08,21.77,0,0,0,0,0
0.0,0.6,84.4,80.2,0.0,0.0,0.0,0.0,0.0,35.0,0,0,0,0,0
388.24,1.16,95.9,80.65,68.07,0.0,0.0,0.0,0.0,43.47,0,0,0,0,0
249.0,0.6,93.0,0.2,0.0,0.8,0.8,0.0,0.1,10.0,0,0,0,0,0
0.0,6.6,66.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
396.75,0.0,99.1,0.0,0.0,0.0,0.0,0.0,0.0,4160.0,0,0,0,0,0
150.97,2.64,18.94,1.83,7.27,7.2,3.23,0.04,0.4,54.13,0,0,0,0,0
47.7,0.7,0.5,0.4,0.0,3.6,1.2,0.0,0.7,2200.0,0,0,0,0,0
373.0,0.7,92.0,70.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0,0,0,0
539.0,6.8,55.2,55.7,39.0,32.38,20.1,0.36,0.0,108.0,0,0,0,0,0
559.4,7.1,53.7,34.3,0.0,35.2,24.1,0.5,9.6,14.3,0,0,0,0,0
534.0,6.7,58.7,55.5,48.4,30.7,18.5,0.1,0.0,91.0,0,0,0,0,0
510.83,6.26,66.7,34.75,26.28,24.62,21.87,0.1,0.0,63.17,0,0,0,0,0
581.0,7.1,51.7,32.3,30.7,38.4,22.6,0.0,0.0,220.7,0,0,0,0,0
436.0,4.55,84.3,0.0,0.0,8.6,3.87,0.0,0.0,0.0,0,0,0,0,0
384.9,3.8,88.4,53.1,0.0,1.8,0.0,0.0,4.4,0.0,0,0,0,0,0
