energy,protein,carbs,sugar,added_sugar,fat,sat_fat,trans_fat,fiber,sodium,msg,sweeteners,colors,processed_oils,ultra_processed
0.0,4.5,35.52,17.1,17.1,0.0,0.0,0.0,0.0,134.0,0,0,0,0,0
465.94,8.9,60.47,4.89,0.0,20.94,10.42,0.08,0.0,712.48,0,0,0,0,0
28.0,0.0,7.0,6.8,6.7,0.0,0.0,0.0,0.0,38.0,0,0,0,0,0
0.0,9.4,65.8,3.7,1.4,0.0,0.0,0.0,0.0,1944.0,0,0,0,0,0
196.0,6.3,36.3,0.9,0.5,0.3,0.0,0.0,0.6,61.9,0,0,0,0,0
45.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
48.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,12.6,66.8,0.5,0.0,0.0,0.0,0.0,0.0,5000.0,0,0,0,0,0
533.0,6.4,56.8,44.2,37.2,32.8,19.9,0.1,0.0,16.0,0,0,0,0,0
526.0,6.1,58.0,45.7,43.7,31.6,19.0,0.1,0.0,13.6,0,0,0,0,0
51.0,0.0,11.98,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
473.0,5.8,59.9,38.4,38.2,23.4,23.0,0.05,0.0,93.5,0,0,0,0,0
45.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
138.0,0.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0,123.0,0,0,0,0,0
373.0,9.0,81.0,27.5,27.0,3.0,1.2,0.0,7.0,250.0,0,0,0,0,0
531.0,7.9,60.4,57.0,47.4,29.0,19.6,0.1,0.0,129.0,0,0,0,0,0
246.0,4.4,27.6,24.5,19.4,13.5,8.4,0.4,0.0,46.0,0,0,0,0,0
0.0,9.0,61.0,1.0,0.4,0.0,0.0,0.0,0.0,1350.0,0,0,0,0,0
0.0,3.6,25.7,17.3,15.2,0.0,0.0,0.0,0.0,71.0,0,0,0,0,0
28.0,0.0,7.0,6.8,6.8,0.0,0.0,0.0,0.0,32.0,0,0,0,0,0
